1,199
2,316
3,314
4,322
5,330
6,345
7,310
8,56
9,322
10,342
11,326
12,340
13,343
14,358
15,357
16,340
17,337
18,355
19,344
20,325
21,336
22,346
23,328
24,338
25,349
26,312
27,904
28,1356
29,1138
30,1430
31,1445
32,1514
33,1531
34,1513
35,1484
36,1469
37,1541
38,1558
39,1501
40,1553
41,1587
42,1608
43,1620
44,1647
45,1727
46,1677
47,1638
48,1554
49,1661
50,1468
51,1626
52,1552
53,1566
54,1650
55,1685
56,1700
57,1535
58,1595
59,1659
60,1691
61,1605
62,1617
63,1629
64,1670
65,1705
66,1655
67,1685
68,1569
69,1682
70,1662
71,1569
72,1697
73,1570
74,940
75,1620
76,1908
77,2113
78,2135
79,1970
80,2101
81,2076
82,2133
83,2186
84,1879
85,2078
86,2166
87,2138
88,2075
89,2018
90,2116
91,2210
92,2064
93,2175
94,2161
95,2074
96,2004
97,2034
98,2147
99,2128
100,2125
101,2126
102,2175
103,2239
104,2076
105,2094
106,2164
107,2062
108,2090
109,2047
110,2159
111,2094
112,2102
113,2223
114,2158
115,2105
116,2115
117,2120
118,2137
119,2066
120,2074
121,2050
122,2159
123,2165
124,2161
125,2210
126,2201
127,2111
128,2211
129,2173
130,2102
131,2217
132,2088
133,2185
134,2204
135,2249
136,2167
137,2222
138,2094
139,2142
140,2120
141,2185
142,2129
143,2007
144,2159
145,2157
146,2045
147,2069
148,2143
149,2076
150,2176
151,2187
152,2067
153,2165
154,2166
155,2077
156,2149
157,2125
158,2156
159,2132
160,2196
161,2109
162,2151
163,1721
164,1587
165,2204
166,2170
167,2081
168,2243
169,2187
170,2270
171,2186
172,2201
173,2182
174,2249
175,2093
176,2178
177,2174
178,2146
179,2118
180,2013
181,2151
182,2171
183,2138
184,2087
185,2210
186,2183
187,2180
188,2149
189,2168
190,2131
191,2162
192,2144
193,2140
194,2183
195,2099
196,2131
197,2164
198,2263
199,2208
200,2200
201,2170
202,2201
203,2096
204,2127
205,2170
206,2204
207,2124
208,2105
209,2199
210,2147
211,2074
212,2131
213,2207
214,2175
215,2131
216,2072
217,2155
218,2114
219,2198
220,2066
221,2226
222,2205
223,2214
224,2110
225,2243
226,1846
227,1975
228,2203
229,2054
230,1986
231,2014
232,2026
233,1617
234,1560
235,1068
236,897
237,816
238,891
239,909
240,915
241,897
242,914
243,924
244,901
245,926
246,908
247,916
248,884
249,915
250,917
251,888
252,923
253,911
254,917
255,910
256,934
257,919
258,934
259,944
260,907
261,927
262,914
263,944
264,936
265,905
266,930
267,898
268,929
269,916
270,916
271,905
272,922
273,924
274,503
