1,49
2,301
3,396
4,517
5,544
6,567
7,631
8,697
9,810
10,614
11,876
12,472
13,892
14,894
15,1050
16,935
17,1146
18,1254
19,1138
20,1088
21,1180
22,1161
23,1066
24,1076
25,1324
26,1275
27,1116
28,1312
29,1316
30,1026
31,1318
32,1276
33,1273
34,1221
35,1153
36,1298
37,1060
38,763
39,940
40,1633
41,1748
42,1517
43,1547
44,1758
45,1806
46,1801
47,1538
48,617
49,1847
50,2026
51,1901
52,2039
53,1877
54,1849
55,1833
56,1238
57,1659
58,2008
59,2041
60,1992
61,2045
62,1850
63,1852
64,1577
65,1606
66,1629
67,1733
68,1616
69,1661
70,1526
71,1841
72,1896
73,1830
74,1737
75,1846
76,1933
77,1590
78,2047
79,1808
80,1747
81,1817
82,1734
83,1705
84,2016
85,2004
86,2002
87,1936
88,2106
89,2051
90,1951
91,2068
92,1994
93,2088
94,1942
95,2035
96,1866
97,1977
98,2101
99,1818
100,1951
101,2097
102,2070
103,2023
104,2028
105,2061
106,2053
107,2032
108,2038
109,1983
110,1992
111,2051
112,2070
113,2100
114,2043
115,2046
116,2102
117,2009
118,2039
119,2000
120,1948
121,2036
122,2063
123,2034
124,2023
125,1910
126,2159
127,1998
128,2102
129,2028
130,2067
131,2011
132,2019
133,2021
134,2026
135,2055
136,2031
137,2068
138,1976
139,2052
140,1996
141,2060
142,2040
143,2104
144,2090
145,2098
146,2074
147,1960
148,1965
149,2057
150,2038
151,1981
152,2048
153,1999
154,2021
155,2136
156,2079
157,1988
158,2064
159,2012
160,2044
161,1822
162,2102
163,2137
164,2045
165,2065
166,1990
167,1953
168,1909
169,2122
170,1992
171,2046
172,2021
173,1980
174,2049
175,2057
176,2092
177,2001
178,2084
179,2071
180,1912
181,1997
182,2063
183,2132
184,2118
185,2043
186,2036
187,2049
188,2044
189,1984
190,1994
191,1982
192,1612
193,1566
194,1571
195,1350
196,1192
197,247
198,358
199,1618
200,1760
201,1756
202,1786
203,1683
204,1723
205,1647
206,1173
207,1384
208,1449
209,1477
210,1532
211,1525
212,1475
213,914
214,974
215,1899
216,1834
217,1765
218,1347
219,1639
220,1788
221,2051
222,1881
223,1932
224,1907
225,1934
226,1825
227,1852
228,1971
229,2036
230,1993
231,1935
232,1924
233,1947
234,1657
235,1840
236,1880
237,1898
238,1874
239,1848
240,1941
241,1860
242,2018
243,1921
244,1934
245,1923
246,1948
247,1848
248,1968
249,1986
250,1915
251,1982
252,1961
253,1877
254,1939
255,1811
256,1929
257,2025
258,1898
259,1942
260,2062
261,1958
262,1959
263,1968
264,1948
265,1945
266,2035
267,1747
268,1712
269,1957
270,1973
271,1958
272,2019
273,1956
274,1865
275,2018
276,1960
277,1829
278,1990
279,1937
280,1911
281,1911
282,1945
283,1923
284,1917
285,1857
286,1907
287,1952
288,1956
289,1946
290,1876
291,1939
292,1965
293,1736
294,2003
295,1888
296,1991
297,1935
298,1919
299,2025
300,1980
301,1919
302,1925
303,1953
304,1787
305,1857
306,1945
307,1931
308,1940
309,2029
310,1945
311,1924
312,1934
313,1943
314,1989
315,1891
316,2056
317,2031
318,1702
319,1695
320,1918
321,1771
322,1981
323,2073
324,1904
325,1892
326,1894
327,1954
328,1992
329,1942
330,1759
331,1977
332,1967
333,2043
334,1938
335,2025
336,1953
337,1875
338,2061
339,2003
340,2000
341,2043
342,1866
343,1768
344,1986
345,1954
346,2066
347,1832
348,1785
349,1966
350,1997
351,1970
352,1995
353,1950
354,1969
355,1860
356,1948
357,1952
358,1979
359,1943
360,1869
361,1998
362,1970
363,2041
364,1970
365,1797
366,2041
367,2066
368,2012
369,1964
370,2008
371,1962
372,1992
373,1955
374,1966
375,1913
376,2062
377,2000
378,2026
379,1895
380,2008
381,1871
382,1892
383,1994
384,2032
385,2009
386,2003
387,2040
388,2014
389,2006
390,1917
391,2010
392,1958
393,1989
394,1934
395,2028
396,1984
397,929
398,33
400,110
401,1099
402,1405
403,1942
404,1927
405,1955
406,1919
407,2021
408,1837
409,2014
410,2028
411,1971
412,1917
413,2002
414,1921
415,2024
416,1897
417,1900
418,1949
419,1947
420,1983
421,1050
422,199
423,13
424,155
425,604
426,1936
427,1929
428,1811
429,1967
430,2002
431,1989
432,2007
433,1990
434,1783
435,2001
436,1946
437,2021
438,2039
439,2057
440,1945
441,1924
442,2008
443,1996
444,1973
445,2003
446,1961
447,1947
448,1979
449,2020
450,2005
451,1958
452,1992
453,1936
454,1887
455,1687
456,1921
457,811
458,53
459,68
460,55
461,1516
462,1825
463,1999
464,1952
465,2017
466,1975
467,1960
468,2064
469,1908
470,1985
471,1999
472,1952
473,2041
474,1966
475,1977
476,1954
477,1928
478,1870
479,2105
480,1917
481,1928
482,1883
483,1938
484,1955
485,2008
486,1820
487,1946
488,2078
489,2033
490,1917
491,1923
492,2030
493,2096
494,2017
495,2012
496,1952
497,2014
498,1989
499,1788
500,2120
501,2049
502,2089
503,2028
504,2019
505,2016
506,2009
507,2008
508,1919
509,2055
510,1996
511,2054
512,1963
513,2057
514,2100
515,1955
516,2052
517,2026
518,1976
519,2031
520,2030
521,2011
522,2029
523,1906
524,2107
525,1850
526,2031
527,2035
528,1967
529,2023
530,2089
531,2039
532,1940
533,2103
534,1900
535,2080
536,2027
537,2059
538,1971
539,2079
540,2065
541,2057
542,1961
543,2024
544,1980
545,2065
546,1986
547,1953
548,1879
549,2051
550,1951
551,1741
552,2069
553,2038
554,2044
555,2091
556,2033
557,2081
558,1969
559,1963
560,1828
561,1986
562,2018
563,1951
564,1831
565,2105
566,2024
567,2000
568,1984
569,1851
570,2012
571,2042
572,2052
573,2012
574,2031
575,2049
576,1967
577,2027
578,2025
579,1999
580,2086
581,1984
582,2049
583,1998
584,1985
585,1962
586,2093
587,1942
588,2017
589,1963
590,1944
591,2031
592,1997
593,2053
594,1910
595,2035
596,2107
597,2062
598,1999
599,2036
600,2001
601,2031
602,2123
603,1937
604,2030
605,2063
606,2085
607,1972
608,1993
609,1957
610,1928
611,2019
612,2078
613,2037
614,2061
615,1983
616,2070
617,2077
618,2091
619,2023
620,1813
621,1994
622,1939
623,2013
624,2034
625,2055
626,2064
627,2130
628,1970
629,2050
630,2009
631,1997
632,2049
633,2001
634,1928
635,2020
636,2008
637,1966
638,2177
639,2013
640,1975
641,2063
642,2065
643,1998
644,1881
645,2007
646,2099
647,2035
648,2071
649,2016
650,1980
651,2045
652,2064
653,2009
654,2101
655,1995
656,2165
657,2073
658,2054
659,1920
660,1935
661,2023
662,1959
663,2019
664,2095
665,2055
666,2030
667,2088
668,2090
669,2072
670,2056
671,1910
672,2052
673,2056
674,2043
675,2057
676,2021
677,2051
678,2057
679,1993
680,1976
681,1931
682,1992
683,2041
684,2094
685,2054
686,2070
687,2050
688,1977
689,1999
690,1977
691,2076
692,1944
693,2120
694,2010
695,1897
696,1970
697,1858
698,2074
699,1993
700,1996
701,2021
702,2041
