1,70
2,239
3,394
4,305
5,466
6,563
7,602
8,554
9,615
10,547
11,575
12,655
13,640
14,654
15,540
16,594
17,649
18,602
19,653
20,630
21,601
22,662
23,673
24,680
25,628
26,677
27,689
28,674
29,685
30,580
31,523
32,1393
33,1643
34,1536
35,1681
36,1546
37,1618
38,1815
39,1534
40,1628
41,1434
42,1879
43,1825
44,1769
45,1863
46,1753
47,1925
48,1815
49,1759
50,2015
51,1913
52,1731
53,1772
54,1817
55,1759
56,1949
57,1880
58,1888
59,1755
60,1975
61,1893
62,1773
63,1886
64,1909
65,1926
66,1886
67,1960
68,1777
69,1984
70,1874
71,2088
72,2033
73,1901
74,1937
75,1972
76,2044
77,1952
78,1938
79,2006
80,1970
81,1782
82,1983
83,1997
84,1854
85,1883
86,2057
87,2023
88,1977
89,2032
90,1987
91,2022
92,2017
93,1960
94,1932
95,2008
96,2043
97,2032
98,1907
99,1922
100,2060
101,2034
102,2009
103,2013
104,1866
105,1867
106,1925
107,2041
108,1904
109,1991
110,1866
111,1698
112,1852
113,1496
114,1634
115,1928
116,1882
117,1999
118,2081
119,1939
120,2075
121,2031
122,2040
123,2120
124,2065
125,1943
126,2117
127,2067
128,2019
129,1985
130,2014
131,2056
132,2059
133,2073
134,2125
135,1888
136,2092
137,2111
138,1957
139,1977
140,2046
141,1976
142,2080
143,2109
144,1941
145,2017
146,2044
147,1998
148,2037
149,2083
150,2030
151,2048
152,2052
153,2051
154,2021
155,2078
156,1970
157,1982
158,2057
159,2095
160,2001
161,1994
162,2004
163,2086
164,2009
165,2041
166,2078
167,2017
168,1998
169,2075
170,1990
171,2042
172,2039
173,2040
174,2032
175,2021
176,1895
177,1835
178,2016
179,2028
180,2059
181,2116
182,2064
183,2035
184,2106
185,2082
186,2051
187,2055
188,1937
189,2077
190,1799
191,2083
192,2086
193,2098
194,2138
195,2104
196,1982
197,1835
198,1972
199,2078
200,1952
201,1986
202,1995
203,2041
204,2071
205,1924
206,2050
207,1933
208,1896
209,2081
210,2061
211,1993
212,2067
213,2060
214,2061
215,2025
216,2051
217,1965
218,2010
219,1996
220,2038
221,2085
222,2016
223,2102
224,2068
225,2094
226,2069
227,2068
228,2021
229,2048
230,2018
231,2053
232,2068
233,2081
234,2039
235,2075
236,2104
237,1985
238,2056
239,2071
240,2127
241,2070
242,2054
243,2059
244,1882
245,2018
246,2016
247,2010
248,1952
249,2079
250,2004
251,2077
252,2005
253,2053
254,2015
255,1986
256,2050
257,2067
258,1976
259,2112
260,2069
261,2051
262,2085
263,2027
264,2021
265,2015
266,2064
267,1991
268,2086
269,2095
270,2076
271,2068
272,2038
273,2116
274,2079
275,2066
276,1945
277,1964
278,2081
279,2053
280,2071
281,2093
282,1980
283,2090
284,2049
285,2074
286,2018
287,1992
288,2055
289,2047
290,2029
291,2099
292,1888
293,2088
294,2120
295,1969
296,2047
297,2006
298,2111
299,2020
300,1953
301,2099
302,2014
303,2130
304,2094
305,2036
306,2093
307,2130
308,2012
309,2079
310,1984
311,2071
312,2073
313,2012
314,2096
315,2098
316,2039
317,2102
318,2077
319,2023
320,2090
321,2072
322,2112
323,2083
324,2068
325,1878
326,2011
327,2111
328,2091
329,1916
330,1983
331,2055
332,1952
333,2098
334,2102
335,2071
336,2067
337,2087
338,2062
339,2007
340,2104
341,2088
342,2128
343,2082
344,1999
345,1820
346,1847
347,2009
348,1929
349,1908
350,1903
351,2128
352,2039
353,2071
354,2119
355,1970
356,2087
357,2093
358,2034
359,1965
360,2081
361,2100
362,1953
363,2070
364,2095
365,2123
366,2110
367,2038
368,2073
369,2013
370,2020
371,2072
372,2133
373,2081
374,1899
375,2099
376,2071
377,2160
378,2095
379,2058
380,2047
381,2180
382,2079
383,2000
384,2073
385,2110
386,2134
387,2080
388,2153
389,2092
390,2015
391,2084
392,2075
393,2050
394,2078
395,2020
396,1903
397,2123
398,2125
399,2168
400,2010
401,2054
402,2231
403,2081
404,2040
405,2181
406,2080
407,2134
408,2060
409,2037
410,2110
411,2071
412,2134
413,2065
414,2103
415,2063
416,2139
417,2148
418,2202
419,2115
420,2059
421,2068
422,2094
423,2125
424,2032
425,2102
426,2047
427,2048
428,2053
429,2070
430,1962
431,1956
432,2056
433,2089
434,2106
435,1668
436,1757
437,1965
438,2065
439,1827
440,1715
441,1622
442,1631
443,1432
444,1063
445,1716
446,1645
447,1727
448,1662
449,1646
450,1658
451,1777
452,1701
453,1676
454,1760
455,1751
456,1663
457,1731
458,1680
459,1632
460,1708
461,1685
462,1758
463,1752
464,1670
465,1710
466,1690
467,1684
468,1723
469,1612
470,1752
471,1719
472,1688
473,1661
474,1699
475,1687
476,1755
477,1726
478,1674
479,1686
480,1658
481,1668
482,1336
483,11
