1,65
2,241
3,261
4,282
5,297
6,290
7,306
8,315
9,283
10,321
11,317
12,327
13,306
14,306
15,313
16,313
17,264
18,311
19,327
20,307
21,318
22,320
23,324
24,315
25,295
26,320
27,316
28,320
29,209
30,765
31,786
32,783
33,765
34,770
35,754
36,724
37,718
38,786
39,770
40,855
41,864
42,844
43,872
44,910
45,929
46,851
47,961
48,961
49,912
50,926
51,983
52,986
53,974
54,991
55,971
56,976
57,991
58,972
59,938
60,906
61,923
62,988
63,969
64,1004
65,996
66,971
67,1013
68,985
69,985
70,972
71,984
72,965
73,972
74,952
75,955
76,986
77,904
78,973
79,994
80,955
81,992
82,967
83,955
84,964
85,970
86,982
87,957
88,975
89,923
90,904
91,990
92,990
93,972
94,1010
95,937
96,993
97,982
98,1002
99,988
100,978
101,992
102,996
103,983
104,967
105,952
106,977
107,975
108,981
109,985
110,956
111,628
112,657
113,922
114,890
115,956
116,973
117,979
118,977
119,978
120,924
121,961
122,963
123,899
124,978
125,973
126,972
127,974
128,977
129,983
130,996
131,989
132,985
133,978
134,1004
135,996
136,1002
137,982
138,995
139,1013
140,951
141,989
142,976
143,954
144,967
145,993
146,991
147,985
148,966
149,981
150,985
151,963
152,992
153,985
154,960
155,919
156,721
157,965
158,954
159,970
160,921
161,946
162,954
163,976
164,945
165,963
166,909
167,979
168,954
169,962
170,975
171,945
172,955
173,974
174,956
175,978
176,940
177,931
178,885
179,924
180,913
181,942
182,935
183,974
184,940
185,976
186,960
187,960
188,962
189,968
190,972
191,963
192,945
193,974
194,952
195,966
196,915
197,853
198,945
199,911
200,962
201,956
202,970
203,949
204,947
205,983
206,966
207,946
208,923
209,961
210,979
211,955
212,982
213,947
214,971
215,962
216,955
217,945
218,959
219,732
220,774
221,964
222,980
223,977
224,940
225,933
226,932
227,984
228,935
229,949
230,967
231,956
232,978
233,975
234,969
235,963
236,960
237,911
238,963
239,950
240,901
241,969
242,981
243,990
244,952
245,962
246,975
247,966
248,961
249,969
250,963
251,957
252,955
253,956
254,985
255,981
256,953
257,972
258,975
259,966
260,938
261,875
262,964
263,975
264,968
265,986
266,983
267,953
268,967
269,970
270,977
271,973
272,965
273,944
274,968
275,949
276,972
277,967
278,956
279,967
280,969
281,899
282,944
283,930
284,953
285,947
286,888
287,977
288,940
289,967
290,969
291,962
292,973
293,968
294,921
295,961
296,979
297,968
298,971
299,960
300,949
301,952
302,904
303,953
304,974
305,967
306,951
307,982
308,965
309,983
310,965
311,991
312,968
313,972
314,985
315,979
316,971
317,968
318,966
319,977
320,961
321,957
322,899
323,930
324,982
325,945
326,954
327,968
328,962
329,963
330,965
331,966
332,988
333,966
334,970
335,961
336,720
337,969
338,931
339,910
340,976
341,1007
342,969
343,924
344,965
345,963
346,987
347,979
348,953
349,966
350,967
351,971
352,986
353,974
354,970
355,953
356,964
357,952
358,968
359,936
360,948
361,969
362,977
363,968
364,991
365,947
366,970
367,954
368,974
369,984
370,972
371,963
372,974
373,978
374,968
375,975
376,989
377,959
378,986
379,912
380,939
381,975
382,966
383,967
384,948
385,980
386,976
387,978
388,965
389,960
390,986
391,979
392,959
393,945
394,960
395,956
396,984
397,950
398,952
399,957
400,928
401,981
402,946
403,962
404,943
405,949
406,897
407,939
408,978
409,967
410,964
411,974
412,971
413,981
414,973
415,946
416,974
417,974
418,979
419,940
420,976
421,889
422,962
423,947
424,960
425,938
426,952
427,989
428,924
429,976
430,985
431,993
432,967
433,971
434,979
435,970
436,966
437,993
438,950
439,942
440,974
441,915
442,975
443,965
444,960
445,952
446,951
447,982
448,956
449,903
450,568
451,975
452,975
453,972
454,950
455,940
456,977
457,978
458,917
459,774
460,959
461,923
462,817
463,760
464,688
465,747
466,699
467,755
468,787
469,767
470,773
471,768
472,779
473,724
474,751
475,702
476,788
477,771
478,782
479,766
480,787
481,765
482,802
483,753
484,752
485,790
486,793
487,793
488,749
489,811
490,792
491,761
492,801
493,793
494,788
495,773
496,769
497,786
498,781
499,788
500,807
501,795
502,771
503,772
504,696
505,781
506,745
507,751
508,727
509,510
